"id","genotype","sex","exp_type","shock_color","shock_arm","treatment","replicates","ZT0","ZT","starting_arm","starting_color","frac_time_on_shocked","frac_time_on_shockArm","frac_time_on_neutral_left","frac_time_on_neutral_right","left_handedness","first_half_left_handedness","second_half_left_handedness","activity","first_half_activity","second_half_activity","activity_shock","activity_noShock","activity_shock_color","first_half_activity_shock_color","second_half_activity_shock_color","activity_noShock_color","first_half_activity_noShock_color","second_half_activity_noShock_color","total_choices","correct_choices","incorrect_choices","first_half_total_choices","first_half_correct_choices","first_half_incorrect_choices","analysis_time","bias_frac_time_on_shocked","bias_left_handedness","bias_activity","bias_activity_shock","bias_activity_noShock","bias_activity_shock_color","bias_activity_noShock_color","bias_total_choices","bias_correct_choices","bias_incorrect_choices","bias_analysis_time","post_frac_time_on_shocked","post_left_handedness","post_first_half_left_handedness","post_second_half_left_handedness","post_activity","post_activity_shock","post_activity_noShock","post_activity_shock_color","post_activity_noShock_color","post_total_choices","post_correct_choices","post_incorrect_choices","post_first_half_total_choices","post_first_half_correct_choices","post_first_half_incorrect_choices","post_analysis_time","group","group_sex","folder","experiment_date","second_half_total_choices","second_half_correct_choices","second_half_incorrect_choices","post_second_half_total_choices","post_second_half_correct_choices","post_second_half_incorrect_choices","handedness_change","post_handedness_change","experiment_by","head_scanned","abs_dev","abs_dev_sex","ls"
53,"dgrp93","female","operant_place","green","M","noShock",2,"11:00:00","12:00:44","R","B",0.254283585795878,0.254283585795878,0.228457909113484,0.26098832878073,0.54639175257732,0.6875,0.476923076923077,1.75712488021354,1.1906363893892,2.32778280871721,NA,1.75712488021354,1.53737919329382,1.57574527079655,1.59491939447716,1.46452422160107,1.33274878161522,1.49534290676684,87,49,38,35,20,15,1200,0,1,1.04580052390515,NA,1.04580052390515,NA,0.983838026661807,5,3,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/female",20230609,52,29,23,NA,NA,NA,0.210576923076923,NA,"riddha",FALSE,0.0403138192202632,0.058041811522225,2.22554491312414
54,"dgrp93","female","operant_place","green","R","noShock",2,"11:00:00","12:00:44","R","G",0.176682393841569,0.176682393841569,0.58194685870375,0.12950086913335,-0.218390804597701,-0.0967741935483871,-0.285714285714286,1.83073761279565,1.56948114494008,2.08784302529871,NA,1.83073761279565,1.75785991979282,1.75785991979282,NA,1.31790206055409,1.28931705899358,1.37482555480155,80,52,28,18,11,7,1200,0.00086281276962899,1,0.951060389415623,NA,0.951060389415623,NA,0.801419466804954,2,1,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/female",20230609,62,41,21,NA,NA,NA,0.188940092165899,NA,"riddha",FALSE,0.117915011174572,0.135643003476533,-0.0731966298556311
55,"dgrp93","female","operant_place","green","L","noShock",2,"11:00:00","12:00:44","R","B",0.539607648373479,0.539607648373479,0.227216290042215,0.115967221256518,-0.054945054945055,-0.0322580645161291,-0.0666666666666667,1.87813349354381,1.55376018080127,2.19924135810608,NA,1.87813349354381,1.13590463409409,1.09941221079748,1.31263591651745,1.84165376444262,1.84072430888352,1.78045261761227,74,46,28,18,11,7,1200,0.038860103626943,0.5,0.759467892244369,NA,0.759467892244369,0.524653230270342,0.665429603423905,6,4,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/female",20230609,56,35,21,NA,NA,NA,0.0344086021505376,NA,"riddha",FALSE,0.245010243357338,0.227282251055376,0.160544800736439
56,"dgrp93","female","operant_place","green","M","noShock",2,"11:00:00","12:00:44","R","B",0.394338217035014,0.394338217035014,0.202135584802583,0.268810528929724,0.506849315068493,0.666666666666667,0.388235294117647,2.59673896285985,2.1858323785877,3.02156395850728,NA,2.59673896285985,1.20639589745065,1.15699879817841,1.27695349322803,2.16384355484301,1.76599605184149,3.09216891971585,146,82,64,49,27,22,1200,0,0,1.07829538014389,NA,1.07829538014389,NA,0.933025001680514,10,6,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/female",20230609,97,55,42,NA,NA,NA,0.27843137254902,NA,"riddha",FALSE,0.0997408120188726,0.0820128197169108,-1.61404411631324
25,"dgrp93","male","operant_place","green","L","noShock",1,"11:00:00","12:00:44","L","G",0.295877824683387,0.295877824683387,0.250310404767817,0.292401291283834,-0.0133333333333333,0,-0.0238095238095239,2.74137874224345,2.43797808095487,3.04609577160306,NA,2.74137874224345,2.06864604369998,2.00501263471317,2.32573851560048,1.94857624817864,1.75972321309082,2.05583844739557,124,76,48,44,27,17,1200,0.347150259067358,0.0588235294117647,2.17228060419222,NA,2.17228060419222,1.77060239365731,1.71202967559,18,10,8,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,80,49,31,NA,NA,NA,0.0238095238095239,NA,"riddha",FALSE,0.00128041966724607,0.0190084119692078,-0.061278491130447
26,"dgrp93","male","operant_place","green","M","noShock",1,"11:00:00","12:00:44","M","G",0.366153464117209,0.366153464117209,0.283834119692078,0.176558231934443,0.744186046511628,0.75,0.741935483870968,1.75354840173322,1.33283946394328,2.17612886787267,NA,1.75354840173322,1.47112120154609,1.35879178197323,1.73065626760487,1.74117582559864,1.47046796573611,2.24101227221557,64,41,23,14,8,6,1200,0.376511226252159,0.666666666666667,1.19435630247779,NA,1.19435630247779,1.20915015727163,1.02575445390745,6,3,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,50,33,17,NA,NA,NA,0.00806451612903236,NA,"riddha",FALSE,0.0715560591010678,0.0892840514030295,-0.387628609533949
27,"dgrp93","male","operant_place","green","R","noShock",1,"11:00:00","12:00:44","L","B",0.349019120933698,0.349019120933698,0.249937919046437,0.230568661534641,-0.0666666666666667,-0.111111111111111,-0.037037037037037,2.47041030467213,2.17269643354447,2.7819386843346,NA,2.47041030467213,1.86663358654171,1.74157469303476,2.18898933203003,2.04460800043887,1.91072278878475,2.10737628508592,111,73,38,37,22,15,1200,0.659758203799655,0.333333333333333,1.34726980102955,NA,1.34726980102955,1.2638543733734,1.16704356344932,4,2,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,74,51,23,NA,NA,NA,0.074074074074074,NA,"riddha",FALSE,0.0544217159175565,0.0721497082195182,-0.988929390094684
28,"dgrp93","male","operant_place","green","L","noShock",1,"11:00:00","12:00:44","R","B",0.42686863670226,0.42686863670226,0.234666004469829,0.170970946113732,0.275862068965517,0.333333333333333,0.230769230769231,2.11216190921425,1.96025865355996,2.30484865460386,NA,2.11216190921425,1.58273176264342,1.55333230266748,1.67816070869081,1.67115757065876,1.5281794956662,1.88617252479818,106,64,42,36,21,15,1200,0.364421416234888,0.0909090909090909,1.78762359105079,NA,1.78762359105079,0.905195375884653,1.06118346110885,12,8,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,70,43,27,NA,NA,NA,0.102564102564103,NA,"riddha",FALSE,0.132271231686119,0.14999922398808,-1.81810000276046
29,"dgrp93","male","operant_place","green","M","noShock",1,"11:00:00","12:00:44","R","B",0.371864911845046,0.371864911845046,0.161782964986342,0.293642910355103,-0.114754098360656,-0.0740740740740741,-0.147058823529412,2.57219437371776,2.45349809961968,2.66181896704357,NA,2.57219437371776,1.78702772159975,1.76542444574634,1.76790580388941,2.0644087588024,2.03087356985902,2.06819725607416,129,68,61,51,26,25,1200,0.575993091537133,-0.333333333333333,2.388079733492,NA,2.388079733492,1.96343891401909,2.06084782721871,11,6,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,78,42,36,NA,NA,NA,0.0729847494553377,NA,"riddha",FALSE,0.0772675068289049,0.0949954991308666,0.172537529540997
30,"dgrp93","male","operant_place","green","R","noShock",1,"11:00:00","12:00:44","R","G",0.419543084181773,0.419543084181773,0.234293518748448,0.198534889495903,0.225,0.132075471698113,0.271028037383178,3.09159801670831,2.55158810754964,3.62347913756963,NA,3.09159801670831,1.88413476671469,1.89810558452476,1.74509650602881,2.43008592230671,2.29830776500663,2.57729058717448,188,139,49,47,34,13,1200,0.836787564766839,0,1.3847509198819,NA,1.3847509198819,1.38768311254183,1.17329823239478,3,1,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,141,105,36,NA,NA,NA,0.138952565685064,NA,"riddha",FALSE,0.124945679165632,0.142673671467594,1.75569509509505
31,"dgrp93","male","operant_place","green","L","noShock",1,"11:00:00","12:00:44","R","B",0.31177054879563,0.31177054879563,0.276756890985846,0.23901167121927,0.0612244897959183,0.111111111111111,0.0238095238095239,2.53823917654779,2.24473523519048,2.84130394759065,NA,2.53823917654779,1.74622672681562,1.85353158833102,1.65076275324821,1.83106970588611,1.7800421026195,1.90018693334076,178,128,50,68,48,20,1200,0.593425605536332,0.666666666666667,1.3498323489892,NA,1.3498323489892,0.939004509097421,1.28556188492385,10,6,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,110,80,30,NA,NA,NA,0.0873015873015872,NA,"riddha",FALSE,0.0171731437794884,0.0349011360814502,-3.68839202498932
32,"dgrp93","male","operant_place","green","M","noShock",1,"11:00:00","12:00:44","R","B",0.294139557983611,0.294139557983611,0.324683387136826,0.249565433325056,0.186046511627907,0.116883116883117,0.234042553191489,3.08746741954656,2.79544639333361,3.38587734967961,NA,3.08746741954656,2.24716178762436,2.19245860001521,2.56885063742647,2.14058008309173,1.97251712544058,2.28257137786946,157,88,69,60,32,28,1200,0.413644214162349,0.166666666666667,1.74850771974195,NA,1.74850771974195,1.4487258019856,1.42334148872759,14,7,7,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,97,56,41,NA,NA,NA,0.117159436308372,NA,"riddha",FALSE,0.000457847032530434,0.0172701452694313,1.63553011663507
57,"dgrp93","male","operant_place","green","R","noShock",2,"11:00:00","12:00:44","R","G",0.225850509063819,0.225850509063819,0.378942140551279,0.20424633722374,0.0657894736842105,0.138888888888889,0.0126582278481012,2.5829821542984,2.36158212498217,2.80849092910918,NA,2.5829821542984,1.9979843074498,1.97978253374421,2.25673113301638,1.97366684748741,1.98536762537128,2.10042342765217,144,102,42,63,43,20,1200,0.0543572044866264,0.142857142857143,1.53615457012144,NA,1.53615457012144,1.87351569385832,1.26484010653661,12,10,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,81,59,22,NA,NA,NA,0.126230661040788,NA,"riddha",FALSE,0.0687468959523218,0.0510189036503601,0.816287718277454
58,"dgrp93","male","operant_place","green","L","noShock",2,"11:00:00","12:00:44","X",NA,0.236652594983859,0.236652594983859,0.196299975167619,0.385771045443258,-0.209302325581395,0.0909090909090909,-0.3125,1.04376381957735,0.827916562633153,1.26121341651754,NA,1.04376381957735,1.25228242835103,1.11630475141851,1.54483246249442,1.06204507383705,0.777352632396363,1.45035663748857,39,26,13,10,7,3,1200,0.10880829015544,1,0.762003427834316,NA,0.762003427834316,1.18954345478523,0.637801262837456,5,3,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,29,19,10,NA,NA,NA,0.403409090909091,NA,"riddha",FALSE,0.0579448100322821,0.0402168177303203,1.80438496286353
59,"dgrp93","male","operant_place","green","M","noShock",2,"11:00:00","12:00:44","R","B",0.346660044698287,0.346660044698287,0.188477775018624,0.287931462627266,-0.151079136690648,-0.174603174603174,-0.131578947368421,2.31933334093779,2.04864986128991,2.58786314105864,NA,2.31933334093779,1.9135264098302,1.80574784628695,2.26261730422054,1.68506535630591,1.54587671086006,1.90848915538117,133,72,61,48,24,24,1200,0.379310344827586,-0.2,1.17063347643175,NA,1.17063347643175,1.01220957454445,0.737790831017263,8,4,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,85,48,37,NA,NA,NA,0.0430242272347535,NA,"riddha",FALSE,0.0520626396821455,0.0697906319841072,-2.75112488432168
60,"dgrp93","male","operant_place","green","R","noShock",2,"11:00:00","12:00:44","R","G",0.299230196175813,0.299230196175813,0.271914576607897,0.27216290042215,-0.118421052631579,0.0163934426229509,-0.208791208791209,2.67748185797276,2.19505979307313,3.15726334992881,NA,2.67748185797276,1.92874410556773,1.86622549159507,2.46070697998134,2.02760304689375,1.86400432040108,2.16116054501361,129,84,45,40,23,17,1200,0.346850733390854,0.6,1.18993387345641,NA,1.18993387345641,0.884135070934798,1.16920650846405,11,7,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,89,61,28,NA,NA,NA,0.22518465141416,NA,"riddha",FALSE,0.00463279115967219,0.022360783461634,-2.88284210867779
61,"dgrp93","male","operant_place","green","L","noShock",2,"11:00:00","12:00:44","X",NA,0.286069034020363,0.286069034020363,0.273156195679166,0.280854233921033,0.0238095238095239,-0.114285714285714,0.122448979591837,3.02708216194263,2.60088461623194,3.4645425735223,NA,3.02708216194263,2.2548565302747,2.14581677108091,2.40436656876,2.12332268145185,1.77404914592534,2.61362383512453,139,94,45,53,37,16,1200,0.464193270060397,0,1.72842611538232,NA,1.72842611538232,1.19649188504491,1.63250112777207,16,10,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,86,57,29,NA,NA,NA,0.236734693877551,NA,"riddha",FALSE,0.00852837099577852,0.00919962130618324,2.1253932123621
62,"dgrp93","male","operant_place","green","M","noShock",2,"11:00:00","12:00:44","M","G",0.235907623541098,0.235907623541098,0.305314129625031,0.300347653339955,0.148148148148148,0.161290322580645,0.14,2.98470707853215,2.44735318252209,3.50280698751172,NA,2.98470707853215,2.26109298287727,2.20860254797193,2.30029451200057,2.1367846915953,1.8327193867151,2.57397850998053,137,91,46,36,23,13,1200,0,1,0.988701206900746,NA,0.988701206900746,NA,0.931219208897452,4,3,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,101,68,33,NA,NA,NA,0.0212903225806453,NA,"riddha",FALSE,0.0586897814750435,0.0409617891730817,0.792394381785263
63,"dgrp93","male","operant_place","green","R","noShock",2,"11:00:00","12:00:44","R","G",0.328159920536379,0.328159920536379,0.345170101812764,0.198038241867395,0.247058823529412,0.181818181818182,0.26984126984127,1.85230039421211,1.3515604682714,2.33843584601292,NA,1.85230039421211,1.55606944843568,1.49881373700583,1.78215919641914,1.59856647054488,1.31996097231187,2.04487620948131,72,46,26,8,5,3,1200,0.66551724137931,0,0.549914421629361,NA,0.549914421629361,0.412346275954356,0.669134847546012,3,2,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,64,41,23,NA,NA,NA,0.0880230880230881,NA,"riddha",FALSE,0.0335625155202384,0.0512905078222001,2.34141580649993
64,"dgrp93","male","operant_place","green","L","noShock",2,"11:00:00","12:00:44","L","G",0.290663024584058,0.290663024584058,0.258132604916812,0.300223491432828,0,-0.0123456790123458,0.00970873786407785,3.21700185938113,2.83906804333247,3.59193080361007,NA,3.21700185938113,2.19558259527579,2.20724940082916,2.0527300833745,1.76824751864571,1.93667482965823,1.6009879400429,178,119,59,56,38,18,1200,0.29447322970639,-0.142857142857143,1.04848669513526,NA,1.04848669513526,0.870039583784195,1.02472485472191,8,5,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_noShock","dgrp93_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_noShock/male",20230609,122,81,41,NA,NA,NA,0.0220544168764237,NA,"riddha",FALSE,0.00393438043208344,0.0137936118698783,1.65546442937063
1,"dgrp93","female","operant_place","green","L","shock",1,"11:00:00","12:00:44","L","G",0.316240377452198,0.316240377452198,0.375838092873107,0.161162155450708,-0.125,-0.151515151515152,-0.0666666666666668,1.25431397419497,1.21789341973595,1.28693688070004,1.34446292596884,1.09449769356515,1.08904030771441,1.08904030771441,NA,0.716718165876901,0.969296179207522,0.481994605697748,60,34,26,26,13,13,1200,0.45,-0.142857142857143,1.7369786104679,NA,1.7369786104679,1.4118267657081,1.55318367389102,15,8,7,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_shock","dgrp93_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_shock/female",20230609,34,21,13,NA,NA,NA,0.0848484848484847,NA,"riddha",FALSE,0.0216429724360566,0.00391498013409486,-2.05940225102871
2,"dgrp93","female","operant_place","green","M","shock",1,"11:00:00","12:00:44","M","G",0.280481748199652,0.280481748199652,0.0469332008939657,0.629252545319096,-0.0476190476190476,0,-0.111111111111111,1.13494186560082,1.32417053548527,0.909403913578484,1.41307372360615,0.970817187369366,1.15782541455008,1.15782541455008,NA,0.945992478291115,1.03094389152289,0.85941042259046,22,12,10,12,6,6,1200,0.75885911840968,0.333333333333333,1.28012012252663,NA,1.28012012252663,1.20954931188046,1.07641894828436,4,2,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_shock","dgrp93_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_shock/female",20230609,10,6,4,NA,NA,NA,0.111111111111111,NA,"riddha",FALSE,0.0141156568164887,0.0318436491184505,-4.71372709937603
3,"dgrp93","female","operant_place","green","R","shock",1,"11:00:00","12:00:44","L","B",0.280854233921033,0.280854233921033,0.324435063322573,0.288303948348647,0.119047619047619,0.0612244897959183,0.2,1.69829888917602,1.8566251582992,1.54237934774466,1.48222982475493,1.61896488792001,1.10591834409286,1.10591834409286,NA,1.16919167485783,1.18796467931106,1.15784436858519,77,53,24,36,22,14,1200,0.270293609671848,0.578947368421053,2.33231278121288,NA,2.33231278121288,1.46041039117224,1.21170542059628,20,14,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_shock","dgrp93_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_shock/female",20230609,41,31,10,NA,NA,NA,0.138775510204082,NA,"riddha",FALSE,0.013743171095108,0.0314711633970698,-6.38950755745703
4,"dgrp93","female","operant_place","green","L","shock",1,"11:00:00","12:00:44","R","B",0.184504593990564,0.184504593990564,0.373230692823442,0.225105537621058,-0.0721649484536083,-0.0819672131147541,-0.0857142857142857,1.91258688374059,2.14623858228017,1.68136681017447,2.01648878913213,1.79792861943674,1.50037907057645,1.48428651384107,1.56029173080233,1.52745783411663,1.59702604817957,1.49129602220986,87,65,22,54,39,15,1200,0.289905090595341,-0.304347826086957,2.59092989738454,NA,2.59092989738454,1.76381928648232,1.98611123337098,24,18,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_shock","dgrp93_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_shock/female",20230609,33,26,7,NA,NA,NA,0.0037470725995316,NA,"riddha",FALSE,0.110092811025577,0.127820803327539,1.08864595763235
5,"dgrp93","female","operant_place","green","M","shock",1,"11:00:00","12:00:44","X",NA,0.449466103799354,0.449466103799354,0.146635212316861,0.31177054879563,0.0384615384615385,-0.3,0.25,1.46776047185913,1.41965644242985,1.53020534719539,1.30538802454458,1.41724989057996,1.15615140141505,1.17687858829529,1.05521926326002,1.11132090300697,1.1133274782468,1.14445583405188,45,29,16,16,9,7,1200,0.620362381363244,0.111111111111111,1.72136926083987,NA,1.72136926083987,1.3014068012837,1.39411728516112,11,6,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_shock","dgrp93_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_shock/female",20230609,29,20,9,NA,NA,NA,0.55,NA,"riddha",TRUE,0.154868698783213,0.137140706481252,-2.56018158066876
6,"dgrp93","female","operant_place","green","R","shock",1,"11:00:00","12:00:44","L","B",0.164142041221753,0.164142041221753,0.269803824186739,0.360069530667991,0.2,0.307692307692308,0.103448275862069,1.0772662112031,1.09955158683157,1.06648786300639,1.17153635336313,1.02346039972894,1.11638196233335,1.11967559011519,NA,0.89943313803884,0.897770304202353,0.891975456030618,53,42,11,23,18,5,1200,0.181190681622088,-0.111111111111111,2.08335158995187,NA,2.08335158995187,1.99079931187483,1.33759087631074,19,14,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_shock","dgrp93_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_shock/female",20230609,30,24,6,NA,NA,NA,0.204244031830239,NA,"riddha",FALSE,0.130455363794388,0.14818335609635,0.47050382544931
7,"dgrp93","female","operant_place","green","L","shock",1,"11:00:00","12:00:44","L","G",0.190216041718401,0.190216041718401,0.672585050906382,0.0852992301961758,-0.333333333333333,-0.428571428571429,-0.2,0.865165053130318,0.982852420213285,0.769280075563065,1.12474613872063,0.76218715521628,1.06663044721218,1.06663044721218,NA,0.697996034015459,0.752797475891279,0.631698790238694,22,12,10,11,6,5,1200,0.324697754749568,-0.111111111111111,1.42227833826278,NA,1.42227833826278,0.995836282248676,1.08848589238498,11,5,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_shock","dgrp93_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_shock/female",20230609,11,6,5,NA,NA,NA,0.228571428571429,NA,"riddha",FALSE,0.10438136329774,0.122109355599702,-0.612381557241521
8,"dgrp93","female","operant_place","green","M","shock",1,"11:00:00","12:00:44","M","G",0.160168860193693,0.160168860193693,0.152967469580333,0.498634219021604,0.0819672131147541,0.3125,-0.172413793103448,1.38538864803186,1.48924133976065,1.30388247588596,1.5259262792881,1.2109712965537,1.33368546191805,1.33368546191805,NA,1.23204440869805,1.16980103077198,1.25080787827764,67,34,33,37,19,18,1200,0.325280414150129,-0.454545454545454,2.02640897024255,NA,2.02640897024255,1.62672543693293,1.72189605531663,19,10,9,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_shock","dgrp93_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_shock/female",20230609,30,15,15,NA,NA,NA,0.484913793103448,NA,"riddha",FALSE,0.134428544822448,0.15215653712441,0.996956503556146
33,"dgrp93","female","operant_place","green","R","shock",2,"11:00:00","12:00:44","M","B",0.247951328532406,0.247951328532406,0.26657561460144,0.321455177551527,0.15625,0.4,-0.0588235294117648,1.42708132918249,1.37945379531003,1.4442550746217,1.22514462083974,1.49830425623024,1.10449336978828,1.10360993801513,1.0945512846233,1.27851296266362,1.21465618884522,1.32066172519188,53,40,13,24,19,5,1200,0.232959447799827,0.2,1.63235274486095,NA,1.63235274486095,1.11897529107093,1.45031755319102,17,11,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_shock","dgrp93_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_shock/female",20230609,29,21,8,NA,NA,NA,0.458823529411765,NA,"riddha",FALSE,0.0466460764837348,0.0643740687856966,2.26050245884096
34,"dgrp93","female","operant_place","green","L","shock",2,"11:00:00","12:00:44","L","G",0.395579836106283,0.395579836106283,0.240501614104793,0.206853737273405,0.0933333333333334,0.15,0.0285714285714286,1.65492821663888,1.60663756375183,1.69622310700779,1.48712973324337,1.70369477281485,1.41561601390916,1.35036137007552,1.59894234400149,1.36845065018463,1.47042852736209,1.2514763181469,68,39,29,28,16,12,1200,0.217616580310881,0.125,1.98011495612386,NA,1.98011495612386,1.47118013855418,1.65486582825557,18,13,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp93_shock","dgrp93_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230609/csv/dgrp93_shock/female",20230609,40,23,17,NA,NA,NA,0.121428571428571,NA,"riddha",FALSE,0.100982431090142,0.0832544387881798,0.165113950393107
