"id","genotype","sex","exp_type","shock_color","shock_arm","treatment","replicates","ZT0","ZT","starting_arm","starting_color","frac_time_on_shocked","frac_time_on_shockArm","frac_time_on_neutral_left","frac_time_on_neutral_right","left_handedness","first_half_left_handedness","second_half_left_handedness","activity","first_half_activity","second_half_activity","activity_shock","activity_noShock","activity_shock_color","first_half_activity_shock_color","second_half_activity_shock_color","activity_noShock_color","first_half_activity_noShock_color","second_half_activity_noShock_color","total_choices","correct_choices","incorrect_choices","first_half_total_choices","first_half_correct_choices","first_half_incorrect_choices","analysis_time","bias_frac_time_on_shocked","bias_left_handedness","bias_activity","bias_activity_shock","bias_activity_noShock","bias_activity_shock_color","bias_activity_noShock_color","bias_total_choices","bias_correct_choices","bias_incorrect_choices","bias_analysis_time","post_frac_time_on_shocked","post_left_handedness","post_first_half_left_handedness","post_second_half_left_handedness","post_activity","post_activity_shock","post_activity_noShock","post_activity_shock_color","post_activity_noShock_color","post_total_choices","post_correct_choices","post_incorrect_choices","post_first_half_total_choices","post_first_half_correct_choices","post_first_half_incorrect_choices","post_analysis_time","group","group_sex","folder","experiment_date","second_half_total_choices","second_half_correct_choices","second_half_incorrect_choices","post_second_half_total_choices","post_second_half_correct_choices","post_second_half_incorrect_choices","handedness_change","post_handedness_change","experiment_by","head_scanned","abs_dev","abs_dev_sex","ls"
39,"ee5","female","operant_place","green","R","shock",2,"11:00:00","14:01:22","M","B",0.256899402263767,0.256899402263767,0.188477680274704,0.37657382678367,-0.526315789473684,-0.8,-0.222222222222222,0.875938383823281,0.904027169348659,0.847064366975597,0.830203535068442,0.86535250427188,0.831276525190296,0.81974287036282,0.773780632233034,0.834360795015613,0.782698992584633,0.875731297342809,34,24,10,15,10,5,1200,0.443771626297578,0.333333333333333,0.816483117753526,NA,0.816483117753526,0.804608453740401,0.788075151683118,4,2,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/female",20230223,19,14,5,NA,NA,NA,0.577777777777778,NA,"riddha",FALSE,0.0540785190567459,0.0466868823068661,0.836912311889466
40,"ee5","female","operant_place","green","L","shock",2,"11:00:00","14:01:22","M","B",0.216711178939336,0.216711178939336,0.209716393234135,0.42591886048582,0.0666666666666667,0.25,-0.142857142857143,0.647666473558244,0.691760267520931,0.616973773241862,0.786639651047177,0.599661961082924,0.73295423661839,0.73295423661839,NA,0.614009659914006,0.635008468429542,0.585679454133795,14,9,5,7,5,2,1200,0,1,0.727990189090563,NA,0.727990189090563,NA,0.715955237850664,2,2,0,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_female","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/female",20230223,7,4,3,NA,NA,NA,0.392857142857143,NA,"riddha",FALSE,0.0942667423811767,0.0868751056312969,-3.0938369269581
9,"ee5","male","operant_place","green","R","shock",1,"11:00:00","14:01:22","R","G",0.158590868625207,0.158590868625207,0.239857560727458,0.393234134554241,-0.347826086956522,-0.28,-0.4,1.12199355751017,1.24476640041048,0.957615775015292,1.21040360790858,1.07733114372271,1.01143605916088,1.01143605916088,NA,0.925519424993904,0.995312754905145,0.878521968630139,40,30,10,20,14,6,1200,0.00866551126516464,-0.6,1.09186156207455,NA,1.09186156207455,2.15058131676066,1.00143781797751,6,4,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,20,16,4,NA,NA,NA,0.12,NA,"riddha",FALSE,0.152387052695306,0.159778689445186,-2.08081004216393
10,"ee5","male","operant_place","green","L","shock",1,"11:00:00","14:01:22","M","B",0.21874602568994,0.21874602568994,0.233753020475645,0.392471067022765,-0.1,-0.428571428571429,0.263157894736842,0.919159873274086,0.922570458883205,0.927186830808793,0.88372699657508,0.90839753870381,0.7658840750028,0.7658840750028,NA,0.726337872612471,0.77258361786537,0.686412990525888,37,27,10,15,10,5,1200,0.148566463944396,-1,0.920915399104121,NA,0.920915399104121,1.25651556110347,0.704826165424479,9,6,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,22,17,5,NA,NA,NA,0.691729323308271,NA,"riddha",FALSE,0.0922318956305727,0.0996235323804525,-0.253079980905824
11,"ee5","male","operant_place","green","M","shock",1,"11:00:00","14:01:22","M","G",0.207300012717792,0.207300012717792,0.480096655220654,0.159735469922421,0.0526315789473686,-0.272727272727273,0.5,0.95860815160073,1.08069435906865,0.824893061805462,0.884411574266369,0.965688279760725,0.747348331376209,0.737591870725508,0.837103042496171,0.870017378928614,0.92553044096653,0.821406325667573,36,24,12,21,16,5,1200,0.212305025996534,0.333333333333333,1.58405294232258,NA,1.58405294232258,1.43652342626749,1.31616623696592,13,9,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,15,8,7,NA,NA,NA,0.772727272727273,NA,"riddha",FALSE,0.103677908602721,0.1110695453526,0.455513394475918
12,"ee5","male","operant_place","green","R","shock",1,"11:00:00","14:01:22","X",NA,0.169273814065878,0.169273814065878,0.307516215185044,0.3290092839883,0,-0.181818181818182,0.333333333333333,0.945785784713983,1.24105027590266,0.655803602717446,0.823184372165273,0.955501088457209,0.600710957882559,0.642609595252368,0.280369620312877,0.868645174877438,0.979411464202968,0.702525427307871,32,25,7,18,15,3,1200,0.22790294627383,0.333333333333333,1.4296222043697,NA,1.4296222043697,1.11798786393519,1.4633364892235,11,9,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,14,10,4,NA,NA,NA,0.515151515151515,NA,"riddha",FALSE,0.141704107254635,0.149095744004515,1.47536619745743
13,"ee5","male","operant_place","green","L","shock",1,"11:00:00","14:01:22","L","G",0.155665776421213,0.155665776421213,0.233117130866082,0.403662724151087,0.1,0.391304347826087,-0.294117647058823,1.08470870309054,1.16166690216825,1.0102634802929,0.949093624382264,1.08239131459577,0.829863671171279,0.816948254313048,0.848819858699928,0.989368672771095,1.04206850094235,0.982503324887306,33,26,7,16,11,5,1200,0.350086655112652,0.375,2.03558644047637,NA,2.03558644047637,1.69639975563454,1.46707592931267,17,9,8,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,17,15,2,NA,NA,NA,0.68542199488491,NA,"riddha",FALSE,0.1553121448993,0.162703781649179,-3.57782826757493
14,"ee5","male","operant_place","green","M","shock",1,"11:00:00","14:01:22","L","B",0.549535800585018,0.549535800585018,0.122981050489635,0.191911484166349,-0.111111111111111,0.2,-0.230769230769231,0.626073404939959,0.5625469463492,0.678250237266855,0.612580594176467,0.610687130433371,0.584181794672828,0.534050133175218,0.63029501632148,0.710292872487872,0.680246531834185,0.789377404117417,15,10,5,3,2,1,1200,0.278162911611785,0.6,0.663879161667891,NA,0.663879161667891,0.794104090708658,0.506813424356081,6,4,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,12,8,4,NA,NA,NA,0.430769230769231,NA,"riddha",FALSE,0.238557879264506,0.231166242514626,0.403101473936027
15,"ee5","male","operant_place","green","R","shock",1,"11:00:00","14:01:22","M","B",0.180974182881852,0.180974182881852,0.1615159608292,0.476917207172835,0.673469387755102,0.6,0.75,1.04937714539674,1.10812555274229,0.988807329183157,1.0745897288756,1.01197269055936,1.09135575598693,1.09664326665019,0.832375157404623,0.856486819844191,0.93199235079899,0.763478382831986,38,26,12,17,12,5,1200,0.133448873483536,-0.333333333333333,1.49601279539601,NA,1.49601279539601,1.11519511104631,1.25028729249521,11,9,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,21,14,7,NA,NA,NA,0.15,NA,"riddha",FALSE,0.130003738438661,0.137395375188541,0.825933256495899
16,"ee5","male","operant_place","green","L","shock",1,"11:00:00","14:01:22","M","B",0.0702022128958413,0.0702022128958413,0.610326847259316,0.182373140022892,-0.230769230769231,-0.428571428571428,0,0.678859068997715,0.656000152394875,0.685844661540862,1.01748015348037,0.646702465915838,0.802775664104939,0.802775664104939,NA,0.595919027277418,0.561885902494448,0.635814478050997,14,9,5,6,4,2,1200,0.425476603119584,0,0.87330650232164,NA,0.87330650232164,0.844154635044596,0.75651139644375,8,4,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,8,5,3,NA,NA,NA,0.428571428571428,NA,"riddha",FALSE,0.240775708424672,0.248167345174551,-1.54093491812371
41,"ee5","male","operant_place","green","M","shock",2,"11:00:00","14:01:22","X",NA,0.119674424519903,0.119674424519903,0.328754928144474,0.321378608673534,-0.0357142857142858,-0.0666666666666668,0,1.34490569925837,1.52535365812663,1.17411629778169,1.54287039982338,1.20989174018591,1.1098894928501,1.11181945718133,1.30123600823102,1.11128651308534,1.22897278925352,0.978298232164839,66,39,27,30,19,11,1200,0.259965337954939,-0.125,2.05096260957977,NA,2.05096260957977,1.58355453259116,1.65863309762726,18,12,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,36,20,16,NA,NA,NA,0.0666666666666668,NA,"riddha",FALSE,0.19130349680061,0.198695133550489,0.86223609961997
42,"ee5","male","operant_place","green","R","shock",2,"11:00:00","14:01:22","X",NA,0.0860994531349358,0.0860994531349358,0.0873712323540633,0.691212005595829,-0.157894736842105,-0.333333333333333,0,0.873002081258299,0.92623189782088,0.812457295104001,1.29008710297581,0.819383651839447,1.0822283835401,1.0822283835401,NA,0.806666848234466,0.812999586604492,0.768961499389776,18,10,8,8,5,3,1200,0.0807291666666667,0,0.980099949819648,NA,0.980099949819648,1.15630126302768,0.936349339169925,7,6,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,10,5,5,NA,NA,NA,0.333333333333333,NA,"riddha",FALSE,0.224878468185577,0.232270104935457,-3.55791540584572
43,"ee5","male","operant_place","green","L","shock",2,"11:00:00","14:01:22","X",NA,0.0606638687523846,0.0606638687523846,0.790537962609691,0.0122090805036246,-0.142857142857143,-0.333333333333333,0,0.980396443710193,1.04182938314413,0.945849665861895,0.840989129750789,0.986348588981142,0.686382416891211,0.686382416891211,NA,0.938717808806714,0.943464630384572,0.931227479261315,12,8,4,5,3,2,1200,0.149176062445794,-0.5,1.18945665209743,NA,1.18945665209743,1.1474363950912,1.09851581371028,5,3,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,7,5,2,NA,NA,NA,0.333333333333333,NA,"riddha",FALSE,0.250314052568128,0.257705689318008,-5.47292955966508
44,"ee5","male","operant_place","green","M","shock",2,"11:00:00","14:01:22","X",NA,0.429734198143202,0.429734198143202,0.153122217982958,0.225232099707491,-0.478260869565217,-0.428571428571428,-0.515151515151515,1.33477356350556,1.3419132189501,1.32519416151654,1.10231001417372,1.53109434507362,0.946025583704782,0.933107804482174,0.970310954755722,1.47460508733507,1.41281576476547,1.58953891380665,60,37,23,26,15,11,1200,0.276909722222222,0.333333333333333,1.34202606208546,NA,1.34202606208546,1.43844243851478,1.08093868755802,7,4,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,34,22,12,NA,NA,NA,0.0865800865800867,NA,"riddha",FALSE,0.118756276822689,0.11136464007281,0.0837632889827817
45,"ee5","male","operant_place","green","R","shock",2,"11:00:00","14:01:22","X",NA,0.169909703675442,0.169909703675442,0.274704311331553,0.384586035864174,0.121951219512195,-0.25,0.333333333333333,1.01780581312298,0.9018963632023,1.14042963698205,1.10308470006517,0.97742223444631,0.937384379415532,0.937384379415532,NA,0.896754358641984,0.817152382731924,1.03098352977002,35,25,10,12,8,4,1200,0.0918544194107452,0.6,0.96952442548489,NA,0.96952442548489,0.998712322822755,0.912559561060725,7,6,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,23,17,6,NA,NA,NA,0.583333333333333,NA,"riddha",FALSE,0.141068217645071,0.148459854394951,-3.24268485291441
46,"ee5","male","operant_place","green","L","shock",2,"11:00:00","14:01:22","M","B",0.323540633346051,0.323540633346051,0.0922039933867481,0.545211751239985,-0.272727272727273,-0.333333333333333,-0.2,0.640311884935752,0.680258294996175,0.603417702388225,0.712184877934759,0.579946170110326,0.707913390751829,0.707913390751829,NA,0.569149979718689,0.573659325013202,0.540718070051841,9,5,4,4,2,2,1200,0.220103986135182,-1,0.733395535151479,NA,0.733395535151479,0.774776106537282,0.692046950798918,4,3,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,5,3,2,NA,NA,NA,0.133333333333333,NA,"riddha",FALSE,0.0125627120255382,0.00517107527565841,-6.25327274569559
47,"ee5","male","operant_place","green","M","shock",2,"11:00:00","14:01:22","L","B",0.397431005977362,0.397431005977362,0.163296451735979,0.223197252956887,0,-0.142857142857143,0.0909090909090909,0.548448946758254,0.493177693299402,0.613266147083074,0.491752797672315,0.608148879947206,0.477679829024541,0.445338800708241,0.567604941964464,0.591839687961152,0.579490105115044,0.602043922057903,16,10,6,7,4,3,1200,0.237435008665511,1,0.628777028087946,NA,0.628777028087946,0.509164854899164,0.61007555621148,5,3,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,9,6,3,NA,NA,NA,0.233766233766234,NA,"riddha",FALSE,0.0864530846568494,0.0790614479069696,-6.97518404695413
48,"ee5","male","operant_place","green","R","shock",2,"11:00:00","14:01:22","L","B",0.542541014879817,0.542541014879817,0.170545593285006,0.188096146508966,0.666666666666667,0,1,0.55673510017332,0.614316394907432,0.492618635082198,0.606580814065512,0.492358202552445,0.600549025392776,0.62259507983942,0.567407546570763,0.501927816079852,0.481862334225478,0.536553959559353,6,4,2,2,1,1,1200,1,NA,0.654084283685865,NA,0.654084283685865,0.654084283685865,NA,1,0,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ee5_shock","ee5_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230223/csv/ee5_shock/male",20230223,4,3,1,NA,NA,NA,1,NA,"riddha",FALSE,0.231563093559304,0.224171456809424,NA
17,"dgrp390","female","operant_place","green","M","noShock",1,"11:00:00","11:46:45","R","B",0.248068776476452,0.248068776476452,0.279466733117369,0.257787191627212,-0.0114942528735632,0.0666666666666667,-0.0952380952380953,1.66206385096299,1.75718354226759,1.5670863415587,NA,1.66206385096299,1.48962199731733,1.50587577893539,1.41867643701146,1.35604948949215,1.453790498611,1.26410849629902,78,51,27,32,20,12,1200,0.417897480451781,-0.176470588235294,1.98218988766499,NA,1.98218988766499,1.25586670321888,1.98911363714228,18,11,7,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,46,31,15,NA,NA,NA,0.161904761904762,NA,"riddha",FALSE,0.0113498317966608,0.0285789932718664,1.34108064945209
18,"dgrp390","female","operant_place","green","R","noShock",1,"11:00:00","11:46:45","L","B",0.239970097184152,0.239970097184152,0.268751557438325,0.281709444306005,0.666666666666667,1,0.4,1.04042297393714,0.941834912536849,1.13886366902742,NA,1.04042297393714,0.960130702746367,0.943272342471413,1.04320088381136,1.01159277156376,0.880024902670209,1.14007482690118,44,30,14,18,12,6,1200,0.22,0.5,1.07186342031436,NA,1.07186342031436,1.0516019359353,1.03770817736845,9,6,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,26,18,8,NA,NA,NA,0.6,NA,"riddha",FALSE,0.0194485110889608,0.0366776725641664,-4.47370514202384
19,"dgrp390","female","operant_place","green","L","noShock",1,"11:00:00","11:46:45","X",NA,0.320832295041116,0.320832295041116,0.271617243957139,0.201968602043359,0,-0.111111111111111,0.081081081081081,1.33847629176904,1.17364218536648,1.50306400937279,NA,1.33847629176904,1.1477491512177,1.14231439725679,1.15870631646146,1.11646589879849,1.07108239511891,1.16674250260526,56,36,20,18,12,6,1200,0.187826086956522,0.714285714285714,1.17864539256466,NA,1.17864539256466,1.16529022700217,0.899069378831549,8,5,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,38,24,14,NA,NA,NA,0.192192192192192,NA,"riddha",FALSE,0.061413686768004,0.0441845252927984,1.59355833062266
20,"dgrp390","female","operant_place","green","M","noShock",1,"11:00:00","11:46:45","X",NA,0.264889110391229,0.264889110391229,0.262646399202592,0.261026663344132,-0.346938775510204,-0.230769230769231,-0.478260869565217,0.977884545453637,1.05739700400993,0.898490939600721,NA,0.977884545453637,0.945941799156809,0.944408667468028,0.950265709622823,0.961132091815384,0.877827748143748,1.0460082155563,43,29,14,18,12,6,1200,0.174782608695652,-0.5,0.721627499448961,NA,0.721627499448961,0.681461100557531,0.554838755490116,6,4,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,25,17,8,NA,NA,NA,0.247491638795987,NA,"riddha",FALSE,0.00547050211811617,0.0117586593570894,1.68992613488298
21,"dgrp390","female","operant_place","green","R","noShock",1,"11:00:00","11:46:45","X",NA,0.177049588836282,0.177049588836282,0.355095938200847,0.327186643408921,-0.404761904761905,-0.463414634146342,-0.333333333333333,1.6850870072092,1.67936170803414,1.69080374838849,NA,1.6850870072092,1.23870310486549,1.23870310486549,NA,1.2502318542756,1.2989830093474,1.19972565762121,73,55,18,31,24,7,1200,0.205217391304348,-0.285714285714286,1.95668605800723,NA,1.95668605800723,1.569121934619,1.51481932440898,15,11,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,42,31,11,NA,NA,NA,0.130081300813008,NA,"riddha",FALSE,0.0823690194368303,0.0995981809120359,1.69911528577079
22,"dgrp390","female","operant_place","green","L","noShock",1,"11:00:00","11:46:45","M","B",0.332544231248443,0.332544231248443,0.321953650635435,0.138798903563419,0.2,0.5,-0.142857142857143,0.978371791226403,0.997631828845412,0.959140542901295,NA,0.978371791226403,0.965116889304224,0.946337789308893,1.0073159013627,0.931239052802166,0.908232964466751,0.960525538815351,40,26,14,19,13,6,1200,0.584708948740226,-1,0.934738142133868,NA,0.934738142133868,0.744536890999725,1.06118520894137,5,3,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,21,13,8,NA,NA,NA,0.642857142857143,NA,"riddha",FALSE,0.0731256229753302,0.0558964615001246,2.39501859382954
23,"dgrp390","female","operant_place","green","M","noShock",1,"11:00:00","11:46:45","L","B",0.253675554448044,0.253675554448044,0.234861699476701,0.342262646399203,0.377049180327869,0.4,0.333333333333333,1.25449329570659,1.22659709785794,1.2823477952027,NA,1.25449329570659,1.06101141096432,1.0608582645316,1.06202798642289,1.15292946255927,1.15352255483055,1.15234117265457,54,38,16,22,15,7,1200,0.263020833333333,-0.0909090909090909,1.38204147922269,NA,1.38204147922269,1.20001103485242,1.1269504965945,12,8,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,32,23,9,NA,NA,NA,0.0666666666666667,NA,"riddha",FALSE,0.00574305382506851,0.0229722153002741,0.332122690381738
24,"dgrp390","female","operant_place","green","R","noShock",1,"11:00:00","11:46:45","M","B",0.109269872913033,0.109269872913033,0.303139795664092,0.418141041614752,0.2,0.666666666666667,-0.230769230769231,0.672659159308548,0.712743059956074,0.632635174805488,NA,0.672659159308548,0.704178074227085,0.704178074227085,NA,0.583550556491678,0.632717148855073,0.534383964128283,26,21,5,10,8,2,1200,0.138888888888889,0,0.911754679622656,NA,0.911754679622656,1.10680811290337,0.535058209323827,7,5,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,16,13,3,NA,NA,NA,0.897435897435897,NA,"riddha",FALSE,0.15014873536008,0.167377896835285,-0.498556857556432
49,"dgrp390","female","operant_place","green","L","noShock",2,"11:00:00","11:46:45","L","G",0.242461998504859,0.242461998504859,0.313107400946923,0.258410166957388,0.39622641509434,0.25,0.5,1.13023078946011,1.11869674820507,1.14174758999578,NA,1.13023078946011,0.849405048106401,0.858377346366351,0.638556038997592,1.02685019844183,1.01763784931385,1.03567717041505,45,33,12,19,15,4,1200,0.0991304347826087,0.111111111111111,1.4618594665742,NA,1.4618594665742,0.981722167023634,1.31538231121399,10,8,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,26,18,8,NA,NA,NA,0.25,NA,"riddha",FALSE,0.0169566097682532,0.0341857712434588,1.58720861828813
50,"dgrp390","female","operant_place","green","M","noShock",2,"11:00:00","11:46:45","X",NA,0.407799651133815,0.407799651133815,0.177049588836282,0.266508846249689,0.32258064516129,0.185185185185185,0.428571428571428,1.2746814640252,1.19002970070714,1.35920669257,NA,1.2746814640252,0.855891717663788,0.881306110467848,0.790405954195127,1.25222406402007,1.23953169145795,1.27136734540913,51,32,19,21,13,8,1200,0.173913043478261,0.6,1.33922803054273,NA,1.33922803054273,1.05550609570703,1.18800054725776,11,9,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,30,19,11,NA,NA,NA,0.243386243386243,NA,"riddha",FALSE,0.148381042860703,0.131151881385497,-8.64244772812854
51,"dgrp390","female","operant_place","green","R","noShock",2,"11:00:00","11:46:45","L","B",0.208198355345128,0.208198355345128,0.301270869673561,0.317094443060055,-0.818181818181818,-0.824561403508772,-0.811320754716981,1.94691060212341,2.00285789131923,1.89104694116256,NA,1.94691060212341,1.79710374467468,1.80097203547624,1.66983697730349,1.54390244044432,1.63081178100461,1.45735980596234,96,68,28,42,30,12,1200,0.172173913043478,-0.88235294117647,2.0348728959482,NA,2.0348728959482,2.02134227622087,1.73994361083717,18,13,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,54,38,16,NA,NA,NA,0.0132406487917909,NA,"riddha",FALSE,0.051220252927984,0.0684494144031896,1.54503615500234
52,"dgrp390","female","operant_place","green","L","noShock",2,"11:00:00","11:46:45","M","B",0.0575629205083479,0.0575629205083479,0.511836531273362,0.268502367306255,0.5,NA,0.428571428571428,0.46697376696076,0.344689001304391,0.589075745224519,NA,0.46697376696076,0.758311613185979,0.758311613185979,NA,0.434269415390359,0.340618843541237,0.560997451910252,7,6,1,2,2,0,1200,0,NA,0.354993267618867,NA,0.354993267618867,NA,0.354993267618867,2,2,0,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,5,4,1,NA,NA,NA,NA,NA,"riddha",FALSE,0.201855687764764,0.21908484923997,NA
53,"dgrp390","female","operant_place","green","M","noShock",2,"11:00:00","11:46:45","M","G",0.303762770994269,0.303762770994269,0.178544729628707,0.34799401943683,-0.0555555555555556,-0.0285714285714286,-0.081081081081081,1.4054287150376,1.35126093674071,1.45951552505602,NA,1.4054287150376,1.06607494685231,1.0906043422985,1.00082675496546,1.19465392166471,1.16651986619755,1.22648798938934,64,42,22,27,17,10,1200,0.376736111111111,-0.166666666666667,1.54013297875532,NA,1.54013297875532,1.16619570926112,1.50106336520169,13,7,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp390_noShock","dgrp390_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp390_noShock/female",20230224,37,25,12,NA,NA,NA,0.0525096525096524,NA,"riddha",FALSE,0.0443441627211563,0.0271150012459507,-2.97088413342443
